index,title,description,difficulty,certificate_available,students_count,price,rating,reviews_count,source,course
237433,Numpy для анализа данных — Stepik,"Освойте NumPy — мощную библиотеку для научных вычислений в Python! Этот курс поможет вам легко работать с массивами, проводить статистический анализ и эффективно обрабатывать большие данные. Узнайте, как применять NumPy для анализа данных и временных рядов. Подходит для новичков и тех, кто хочет прокачать свои навыки в Python и анализе данных!",Начальный уровень,False,80,390,4.7,15,stepik,Анализ данных и DS
115951,Математика для аналитиков. Специализация (Перельман) — Stepik,"Специализация Математика для аналитиков состоит из 2 курсов: теории вероятностей и статистики. Она подойдет тем, кто хочет начать работать или уже работает аналитиком, а также техническим менеджерам, работающим с аналитиками.",Средний уровень,False,58,16000,3.8,4,stepik,Анализ данных и DS
188632,Рекуррентные сети в NLP и приложениях — Stepik,"Интенсив посвящен рекуррентным нейронным сетям, применяющимся для решения широкого класса задач в области NLP, а также их приложениям в других областях.
 Курс является вторым в линейке курсов по Natural Language Processing после курса ""Основы нейронных сетей и NLP"".",,False,61,3900,,,stepik,Анализ данных и DS
229210,Data Engineer с нуля до junior + Python — Stepik,"Это набор курсов для погружения в IT направление ""Большие данные"" как Data Engineer. Во включенном сюда дополнительном курсе Python глубоко рассматривается и прорабатывается весь инструментарий стека (нейросети, pandas, чат-боты, алгоритмы и сортировки, PyQt5). По окончании курса По окончании курса Вам будет предложено решить финальное задание на выбор, которое пойдет в Ваше портфолио и отразит все знания, полученные на курсе. На протяжении всего курса Вам будет доступен чат в тг.",Начальный уровень,False,51,6000,,,stepik,Анализ данных и DS
175964,Машинное обучение — Модуль 1 (Анализ данных) — Stepik,"Данный курс является первым модулем из серии моих курсов по машинному обучению (ML). В этом курсе в качестве задачи будет рассматриваться прогнозирование в футбольной аналитике. Мы сосредоточимся на сборе данных, которые будут использоваться для прогнозирования в следующих модулях. Помимо сбора данных, мы также применим некоторые техники предобработки данных.",Средний уровень,False,48,500,,,stepik,Анализ данных и DS
233293,"Создание нейросетей с нуля: математика, алгоритмы и практика — Stepik","Курс ""Создание нейросетей с нуля: математика, алгоритмы и практика"" предоставит вам уникальное, глубокое понимание основ искусственного интеллекта и нейросетей. Мы разберем, как работают стандартные библиотеки ИИ, такие как TensorFlow и PyTorch, изнутри, и научим вас строить нейросети с нуля. Курс охватывает все этапы создания моделей — от фундаментальных математических принципов до оптимизации и применения на практике, давая вам мощные инструменты для работы с ИИ.",Начальный уровень,False,44,4990,,,stepik,Анализ данных и DS
229211,Data Engineer с нуля до junior + SQL,"Это набор курсов для погружения в IT направление ""Большие данные"" как Data Engineer. Включенный сюда дополнительный курс SQL даст такие ключевые навыки как написание сложных SQL-запросов, оптимизацию запросов, администрирование БД и углубленную работу с PostgreSQL. По окончании курса По окончании курса Вам будет предложено решить финальное задание на выбор, которое пойдет в Ваше портфолио и отразит все знания, полученные на курсе. На протяжении всего курса Вам будет доступен чат в тг.",Начальный уровень,False,40,6000,5.0,1,stepik,Анализ данных и DS
241837,Data Science с нуля: Python и машинное обучение для начинающих — Stepik,"🎓 Data Science с нуля: Python и машинное обучение для начинающих
 
 Освой Data Science с нуля! 🔍
 Ты пройдёшь весь путь — от основ Python и анализа данных до построения моделей машинного обучения.
 📊 Теория объясняется просто и наглядно.
 💻 Практика — на реальных задачах, с пошаговыми инструкциями и кодом.
 
 🚀 Подходит для новичков.
 📈 Полезен для старта карьеры в аналитике и IT.
 💡 После курса у тебя будет портфолио проектов и уверенность в своих знаниях!",Начальный уровень,False,44,1390,5.0,2,stepik,Анализ данных и DS
146189,Компьютерное зрение (CV): от основ до нейросетей,"Этот курс по компьютерному зрению создан для всех, кто хочет узнать, как использовать технологии в разных областях — от медицины до искусства. Мы познакомим вас с основами работы с изображениями, чтобы даже новички чувствовали себя уверенно.",Начальный уровень,True,39,3500,,,stepik,Анализ данных и DS
230539,Гибкий График – Теория + Практика — Stepik,"Научитесь делать понятные графики и дашборды за 11 недель!  22 практических задания с детальной обратной связью помогут вам освоить ключевые принципы визуализации, разобраться в типах графиков и избегать типичных ошибок. Максимум практики — минимум воды! Курс подходит и новичкам, и опытным специалистам.",Средний уровень,False,31,14900,5.0,1,stepik,Анализ данных и DS
221326,Pandas для анализа данных — Stepik,"Этот курс позволит вам освоить ключевые концепции и методы работы с Pandas, которые будут полезны в различных аналитических задачах и проектах. Вы также приобретете практические навыки через выполнение упражнений.",Начальный уровень,False,41,1090,5.0,3,stepik,Анализ данных и DS
248994,Визуализация с Matplotlib для анализа данных,"Освой визуализацию в Python — от базовых графиков до сложных настраиваемых диаграмм. Без догадок, без часами читаемой документации, только практика и наглядные примеры.",Начальный уровень,True,34,590,5.0,1,stepik,Анализ данных и DS
252129,Простой дашборд DataLens для Яндекс Директ — Stepik,"Создавайте удобные дашборды для анализа рекламных кампаний в Яндекс Директ. Упрощайте отчётность, повышайте прозрачность и эффективность своей рекламы.",Начальный уровень,False,31,1890,5.0,2,stepik,Анализ данных и DS
248368,"Анализ данных с нуля: визуализация, корреляции, практика — Stepik","Этот курс — идеальный старт для тех, кто хочет уверенно войти в мир аналитики данных. Вы научитесь работать с реальными таблицами, создавать наглядные визуализации, выявлять закономерности и строить простые модели машинного обучения. Всё на Python — современно, понятно и с большим практическим уклоном.",Начальный уровень,False,35,1190,5.0,2,stepik,Анализ данных и DS
230478,Дашборды в DataLens для Tg Ads за 30 минут (расширенная версия) — Stepik,"Создайте дашборд Telegram Ads в DataLens за 30 минут — наглядно, красиво и без сложных настроек. Подключите выгрузку, настройте визуализацию и получите отчёт, которым приятно делиться.",Начальный уровень,False,25,1490,5.0,8,stepik,Анализ данных и DS
250055,Программирование на языке R: Полный курс (дополняемый курс) — Stepik,"Курс для начинающих и практикующих пользователей языка R. Осваивайте основы и продвинутые приёмы анализа данных, визуализации и написания функций. Курс пополняется новыми материалами, и все обновления становятся доступны бесплатно после покупки.",Начальный уровень,False,25,1200,,,stepik,Анализ данных и DS
256378,Продуктовая аналитика — введение в специальность + A/B-симулятор,"Ищете свой путь в IT? Этот курс для вас! Познакомьтесь с профессией продуктового аналитика. Узнайте, чем занимается такой специалист, что ему нужно знать и уметь, и самое важное — подходит ли эта профессия именно вам. Очень плотно познакомитесь с A/B-тестированием. Аналогов А/B-симуляции в курсе на текущий момент на Степике нет. Если вы уже определились с выбором, начали изучать отдельные аспекты Продуктовой аналитики, но у вас еще не сложилась целостная картина — этот курс также для вас!",Начальный уровень,True,50,389,4.8,4,stepik,Анализ данных и DS
209885,Математический анализ: часть 1,"Этот курс предназначен для тех, кто хочет овладеть фундаментальными знаниями математического анализа, открывающими широкие перспективы для применения в современных технологиях и научных исследованиях.",Начальный уровень,True,27,1470,5.0,1,stepik,Анализ данных и DS
219364,Junior Python Data Scientist,"Этот набор курсов является специализацией для того чтобы с 0 дойти до уровня Junior Python Data Scientist. Особенность включенных курсов в том что первый дает всю базу в максимально короткий срок по языку Python, а второй дает все необходимое для старта в области Data Science (Big Data, Анализ данных).",Начальный уровень,False,14,1845,,,stepik,Анализ данных и DS
212889,Математический анализ: часть 2 (ВСЕ о пределах),"Изучите понятие предела функций и последовательностей — фундаментальную тему высшей математики. Освойте методы вычисления пределов, включая важнейшие теоремы и приёмы, чтобы успешно решать задачи и подготовиться к экзаменам. Практические примеры и пошаговые объяснения сделают сложные концепции понятными.",Начальный уровень,True,17,1390,5.0,1,stepik,Анализ данных и DS
93965,Математика для Data Science. Специализация. Тариф «Коши» — Stepik,Избранные разделы высшей математики в контексте Data Science с упором на решение задач и устные беседы с предподавателями.,,False,13,60000,,,stepik,Анализ данных и DS
225824,Разработка ИИ-агентов на Python с помощью Function Calling,"ИИ-агент - это бот, с которым можно не только чатиться, но который может выполнять активные действия.  Например, вызывать внешнее API, ходить в вашу БД и т.д. ИИ-агент может работать за вас!  В этом курсе вы шаг за шагом освоите создание ИИ-агентов с помощью OpenAI Function Calling — без сложных фреймворков, только Python и OpenAI API.",Начальный уровень,True,15,3000,5.0,1,stepik,Анализ данных и DS
225812,Анализ и прогнозирование временных рядов — Stepik,"Овладейте искусством прогнозирования с помощью анализа временных рядов! Наш курс охватывает все этапы — от предобработки данных и визуализации до применения классических моделей ARIMA, машинного обучения (XGBoost, LGBM) и глубоких нейронных сетей (LSTM, TCN). Вы научитесь строить точные прогнозы, обнаруживать аномалии и реализовывать проекты на реальных данных.",Средний уровень,False,22,2990,3.5,2,stepik,Анализ данных и DS
244445,SQL-собеседование: 200 задач уровня Junior — Stepik,"Готовитесь к собеседованию? Этот курс — ваш тренажёр для уверенного решения SQL задач уровня Junior. 200 практических кейсов, как на реальных интервью, с автопроверкой и понятными условиями. Идеально для аналитиков и дата-инженеров, уже знакомых с SELECT, JOIN, GROUP BY и др. Ускорьте подготовку и выходите на рынок труда с уверенностью в своих силах.",Начальный уровень,False,21,1860,,,stepik,Анализ данных и DS
249723,Нейросети в PyTorch: быстрый старт с нуля,"С нуля до первых нейросетей на PyTorch! Научитесь создавать, обучать и оценивать модели, работать с данными и визуализировать результаты. Все знания сразу закрепляются на практике через реальные проекты, которые станут частью вашего портфолио!",Начальный уровень,True,22,1590,5.0,1,stepik,Анализ данных и DS
202357,YOLO Computer Vision: от новичка до Junior Engineer за 12 недель — Stepik,"Освойте YOLO за 12 недель и получите востребованную профессию в Computer Vision! Пошаговая программа: от установки до развертывания работающих моделей детекции объектов в медицине, ритейле, безопасности. Практические проекты + живые онлайн-консультации. Результат: портфолио из 3 реальных проектов + сертификат + пожизненный доступ к обновлениям курса. Подходит начинающим в ML, разработчикам, аналитикам данных. Закрытые мастер-классы для разбора ваших кейсов. Доступ к комьюнити практиков Computer Vision.",Начальный уровень,False,10,10000,5.0,1,stepik,Анализ данных и DS
254944,Теория вероятностей для собеседований,"Этот курс поможет вам разобраться в основах теории вероятностей, научиться решать типичные задачи с собеседований. Вы пройдёте путь от базовых определений до формул Байеса и математического ожидания, научитесь мыслить вероятностно и уверенно решать задачи любого уровня.",,True,23,1290,5.0,1,stepik,Анализ данных и DS
83861,Математика для Data Science. Специализация. Тариф «Фейнман» — Stepik,Избранные разделы высшей математики в контексте Data Science с упором на решение задач и устные беседы с предподавателями.,,False,8,90000,,,stepik,Анализ данных и DS
248385,Аналитик 1С. Интенсив с преподавателем! — Stepik,Этот курс поможет вам стать востребованным специалистом по аналитике в 1С и открыть новые карьерные возможности в области управления и автоматизации бизнес-процессов. В данном курсе все уроки проверяются лично преподавателем.,Начальный уровень,False,7,9900,,,stepik,Анализ данных и DS
250095,МЕГА-ПАК: Профессия «Аналитик данных» от А до Я — Stepik,"Хочешь войти в Data Science, но не знаешь, с чего начать? В этом паке собраны лучшие курсы для полного погружения в профессию аналитика данных. Ты освоишь инструменты, научишься разбираться в данных, решать реальные задачи и с нуля дойдёшь до уверенной подготовки к собеседованиям. Всё, что нужно для старта — в одном месте. Начни путь в востребованную и высокооплачиваемую сферу уже сегодня! 🚀",Начальный уровень,False,9,4190,,,stepik,Анализ данных и DS
250096,Матанализ от А до Я — Stepik,"Полный курс по математическому анализу: от основ работы с функциями и отображениями до глубокого понимания пределов последовательностей и функций. Подходит для студентов, школьников, программистов и всех, кто хочет овладеть фундаментом высшей математики для учёбы, работы или поступления в вузы.",Начальный уровень,False,10,2190,,,stepik,Анализ данных и DS
255538,Продуктовая аналитика — MatStat PRO — Stepik,"Это платная версия курса Продуктовая аналитика - MatStat. Ссылку на бесплатную версию курса вы найдете в бесплатном ознакомительном уроке. Во многом он повторяет бесплатную версию. Отличия заключаются в том, что здесь больше задач, и каждая задача снабжена решением, что поможет намного глубже и увереннее освоить навыки решения задач. Количество задач постонно растёт.",Средний уровень,False,10,689,5.0,1,stepik,Анализ данных и DS
249148,Логарифмы: от свойств до неравенств — Stepik,"Освойте логарифмы — одну из важнейших тем алгебры! Этот курс поможет вам понять основы, свойства и правила работы с логарифмами, научит решать уравнения и неравенства, а также применять логарифмы в практических задачах. Материал изложен простым языком и сопровождается большим количеством примеров и заданий для закрепления.",Начальный уровень,False,8,399,5.0,1,stepik,Анализ данных и DS
115950,Математика для аналитиков. Специализация (Коши) — Stepik,"Специализация Математика для аналитиков состоит из 2 курсов: теории вероятностей и статистики. Она подойдет тем, кто хочет начать работать или уже работает аналитиком, а также техническим менеджерам, работающим с аналитиками.",,False,,,,,stepik,Анализ данных и DS
253170,Системный аналитик: практикум с ручной проверкой — Stepik,Отработайте теорию на практике и соберите полный набор навыков «от требований до API». Автор вручную проверяет каждое задание: требования → User Story Map → Use Case → BPMN → ER-модель → REST API.,Средний уровень,False,7,26890,,,stepik,Анализ данных и DS
249784,Data Engineer с нуля до junior + PySpark — Stepik,"Это набор курсов для погружения в IT направление ""Большие данные"" как Data Engineer. Со включенным сюда дополнительным курсом PySpark Вы изучите основы распределённых вычислений с Apache Spark, научитесь работать с RDD и DataFrame, познакомитесь с Spark SQL, оптимизацией запросов, потоковой обработкой и библиотекой машинного обучения MLlib. По окончании курса По окончании курса Вам будет предложено решить финальное задание на выбор, которое пойдет в Ваше портфолио и отразит все знания, полученные на курсе.",Начальный уровень,False,5,9990,,,stepik,Анализ данных и DS
248866,Погружение в NLP: от эмбеддингов до трансформеров,"Погрузитесь в мир обработки естественного языка и узнайте, как машины “понимают” тексты. За 8 модулей вы пройдёте путь от простых эмбеддингов до мощных трансформеров вроде BERT и RuBERT. Вас ждут реальные практики, мини-проекты и пошаговые инструкции. Всё максимально прикладное — вы сразу применяете знания на деле и создаёте собственный NLP-проект. После завершения курса получите сертификат Stepik.",Начальный уровень,True,17,2890,,,stepik,Анализ данных и DS
115943,Математика для аналитиков. Специализация (Фейнман) — Stepik,"Специализация Математика для аналитиков состоит из 2 курсов: теории вероятностей и статистики. Она подойдет тем, кто хочет начать работать или уже работает аналитиком, а также техническим менеджерам, работающим с аналитиками.",Средний уровень,False,4,48000,,,stepik,Анализ данных и DS
250081,Быстрый старт в Data science с нуля,"Хочешь войти в Data Science, но не знаешь, с чего начать?
 В этом мегапаке собраны лучшие курсы, которые проведут тебя от полного нуля до уверенного джуна.
 
 Ты научишься анализировать данные, строить графики, писать SQL-запросы, решать бизнес-задачи, мыслить как аналитик и уверенно проходить собеседования.
 Всё, что нужно для старта — в одном месте, без воды и лишней теории.",Начальный уровень,False,5,2760,,,stepik,Анализ данных и DS
252721,Пакет «Нейросети и временные ряды»,"Мечтаешь разбираться в данных глубже и применять нейросети для прогнозов? Этот пакет даст тебе всё необходимое: от изучения методов анализа временных рядов до построения собственных моделей в PyTorch. Ты научишься выявлять закономерности, работать с трендами и сезонностью, создавать предсказательные модели и понимать их математическую основу. С этим курсом ты получишь навыки, которые ценят работодатели, и сделаешь уверенный шаг в карьеру в Data Science. 🚀",Средний уровень,False,5,3490,,,stepik,Анализ данных и DS
255038,Data-аналитик с нуля: Python и SQL на практике — Stepik,"Python и SQL с нуля до профи! 🚀 На курсе ты не просто изучишь синтаксис, а решишь сотни задач, разберёшь реальные кейсы и соберёшь проекты в портфолио. Всё, чтобы стать уверенным дата-аналитиком и прокачать карьеру.",Начальный уровень,False,4,11500,,,stepik,Анализ данных и DS
249783,PySpark + Python Engineer с нуля до junior,"Если Вы изучаете тему больших данных, то знание Python и PySpark из данного набора будет для Вас обязательным. На курсе по Python глубоко рассматривается и прорабатывается весь инструментарий стека (нейросети, pandas, чат-боты, алгоритмы и сортировки, PyQt5), когда на курсе PySpark Вы изучите основы распределённых вычислений с Apache Spark, научитесь работать с RDD и DataFrame, познакомитесь с Spark SQL, оптимизацией запросов, потоковой обработкой и библиотекой машинного обучения MLlib.",Начальный уровень,False,,7990,,,stepik,Анализ данных и DS
252726,Профессия Аналитик данных — Stepik,"Этот пакет поможет полностью освоить анализ временных рядов и глубокое обучение в PyTorch. Вы пройдёте путь от базового понимания данных и трендов до построения собственных моделей RNN и LSTM. Курс сочетает теорию, практику и реальные проекты, чтобы вы могли уверенно применять знания на практике и подготовиться к работе в Data Science. Всё необходимое для полного погружения и профессионального старта — в одном курсе. 🚀",,False,5,6990,,,stepik,Анализ данных и DS
261872,"Твой путь в AI — Нейронные сети, PyTorch, Numpy — Stepik","От работы с массивами и математики до создания, обучения и отладки реальных нейросетей в PyTorch. Понятные объяснения и готовые навыки для первой работы в AI.",Средний уровень,False,6,6490,,,stepik,Анализ данных и DS
262235,Тренажер: 40 задач по PySpark для собеседований,"Попробуйте бесплатные модули и оцените всё сами! Убедитесь, насколько это просто и эффективно, прямо сейчас! 🚀🚀🚀",Средний уровень,False,3,1490,5.0,1,stepik,Анализ данных и DS
239591,Введение в анализ данных и машинное обучение на Python — Stepik,"Попробуйте бесплатные модули и оцените всё сами! Убедитесь, насколько это просто и эффективно, прямо сейчас! 🚀🚀🚀",Начальный уровень,False,3,1499,5.0,1,stepik,Анализ данных и DS
252263,Регуляризация. L2. Ridge. Тихонова. Гребневая регрессия в Python — Stepik,"Более 3 часов видео-лекции! 👍  Этот курс - лучший способ начать с нуля и стать специалистом по Машинному Обучению в Python и МАТЕМАТИКЕ! 🏆 Вы реализуете с нуля алгоритм классического машинного обучения гребневая регрессия и регуляризация в Python, NumPy, Pandas, Scikit-Learn, Matplotlib. Мы подробно разберём всю математику с нуля на примере Python, это будет самый ПРАКТИЧНЫЙ ОПЫТ 100%. Много практики + теория тоже есть! 🔥 Оперативная поддержка автора!🔥 Почитайте отзывы и записывайтесь!",Начальный уровень,False,14,1890,,,stepik,Анализ данных и DS
250384,"Переобучение, Недообучение в ML. Полиномиальная регрессия Python — Stepik","Более 3 часов видео-лекции! 👍  Оперативная поддержка автора!🔥 Этот курс - лучший способ начать с нуля и стать специалистом по Машинному Обучению в Python и МАТЕМАТИКЕ! 🏆 Вы реализуете с нуля алгоритм классического машинного обучения полиномиальная регрессия, переобучение, недообучение в Python, NumPy, Pandas, Scikit-Learn, Matplotlib. Мы подробно разберём всю математику с нуля на примере Python, это будет самый ПРАКТИЧНЫЙ ОПЫТ 100%. Много практики + теория тоже есть! 🔥  Почитайте отзывы и записывайтесь!",Начальный уровень,False,16,1890,,,stepik,Анализ данных и DS
245654,Градиентный спуск и SGD в Python. Математика машинного обучения — Stepik,"Более 6 часов видео-лекции! 👍  Оперативная поддержка автора!🔥 Этот курс - лучший способ начать с нуля и стать специалистом по Машинному Обучению в Python и МАТЕМАТИКЕ! 🏆 Вы реализуете с нуля алгоритм градиентного спуска и стохастического, классическое машинное и глубокое обучение  на чистом Python, NumPy, Pandas, Scikit-Learn. Мы подробно разберём всю математику с нуля на примере Python кода, это будет самый ПРАКТИЧНЫЙ ОПЫТ 100%. Много практики + теория тоже есть! 🔥  Почитайте отзывы и записывайтесь!",Начальный уровень,False,28,1890,,,stepik,Анализ данных и DS
249447,Разложение Холецкого и LU Python. Математика машинного обучения — Stepik,"4 часа видео-лекции! 👍  Оперативная поддержка автора!🔥 Этот курс - лучший способ начать с нуля и стать специалистом по Машинному Обучению в Python и МАТЕМАТИКЕ! 🏆 Вы реализуете с нуля алгоритм LU-разложение и Холецкого, классическое машинное и глубокое обучение Python, NumPy, Pandas, Scikit-Learn. Мы подробно разберём всю математику с нуля на примере Python кода, это будет самый ПРАКТИЧНЫЙ ОПЫТ 100%. Много практики + теория тоже есть! 🔥  Почитайте отзывы и записывайтесь!",Начальный уровень,False,28,890,,,stepik,Анализ данных и DS
248961,QR-разложение Python.Грама-Шмидта. Математика машинного обучения,"4 часа видео-лекции! 👍  Оперативная поддержка автора!🔥 Этот курс - лучший способ начать с нуля и стать специалистом по Машинному Обучению в Python и МАТЕМАТИКЕ! 🏆 Вы реализуете с нуля алгоритм QR-разложения, классическое машинное и глубокое обучение Python, NumPy, Pandas, Scikit-Learn. Мы подробно разберём всю математику с нуля на примере Python кода, это будет самый ПРАКТИЧНЫЙ ОПЫТ 100%. Много практики + теория тоже есть! 🔥  Почитайте отзывы и записывайтесь!",Начальный уровень,True,14,1890,5.0,2,stepik,Анализ данных и DS
246258,Сингулярное разложение SVD Python. Математика машинного обучения,"5 часов видео-лекции! 👍 Оперативная поддержка автора!🔥 Этот курс - лучший способ начать с нуля и стать специалистом по Машинному Обучению в Python и МАТЕМАТИКЕ! 🏆 Вы реализуете с нуля алгоритм Спектрального и Сингулярного разложения(SVD).Мура-Пенроуза, классическое машинное и глубокое обучение Python, NumPy, Pandas, Scikit-Learn. Мы подробно разберём всю математику с нуля на примере Python кода, это будет самый ПРАКТИЧНЫЙ ОПЫТ 100%. Много практики + теория тоже есть! 🔥  Почитайте отзывы и записывайтесь!",Начальный уровень,True,34,1890,5.0,3,stepik,Анализ данных и DS
242962,Множественная Регрессия в Python. Математика машинного обучения — Stepik,"Более 4 часов видео-лекции! 👍  Оперативная поддержка автора!🔥 Этот курс - лучший способ начать с нуля и стать специалистом по Машинному Обучению в Python и МАТЕМАТИКЕ! 🏆 Вы реализуете с нуля алгоритм классического машинного обучения метод наименьших квадратов (МНК) на чистом Python, NumPy, Pandas, Scikit-Learn, Matplotlib. Мы подробно разберём всю математику с нуля на примере Python кода, это будет самый ПРАКТИЧНЫЙ ОПЫТ 100%. Много практики + теория тоже есть! 🔥 Почитайте отзывы и записывайтесь!",Начальный уровень,False,49,1890,5.0,5,stepik,Анализ данных и DS
193773,Курс Python-разработчик с Нуля до Open Source:Линтеры.Git.Github — Stepik,"3 часа видео-лекции! 👍 Оперативная поддержка автора!🔥 200 заданий на практику 🏆 Этот курс - лучший способ начать с нуля и стать специалистом в Python и Github! Курс подойдёт ДЛЯ ВСЕХ кто пишет на Python с Нуля,включая Data Sciene и ML-engineer,Машинное обучение. Я собрал в нём весь свой семилетний опыт работы.  В 2025 году изучение python с нуля требует установки линтеров, например Pylint,black,mypy, а так же знаний Github и open source, CI/CD. 🔥 Почитайте отзывы и записывайтесь!",Начальный уровень,False,96,1890,4.9,15,stepik,Анализ данных и DS
237390,Переносим Python(FastAPI/Django/Flask/TG БОТ)на сервер.VPS+ДОМЕН — Stepik,"Автор курса Руслан Сенаторов t.me/RuslanSenatorov, Преподаватель и Президент IT-организации(CEO) github.com/SENATOROVAI | Курс подойдёт для Data Science,Машинное обучение,ML-инженер,python-разработчик,перенос модели. FastAPI/Django/Flask/Телеграм БОТ
 
 1. деплоймент/развертывание приложения и как перенести его на VPS?  
 2. Как настроить NGINX?  
 3. Как создать демонов?  
 4. Как работать с API?  
 5. Как создать телеграм-бота и подключить SSL/HTTPS к домену?  
 6. Как создать домен, VPS и привязать домен к VPS?",Начальный уровень,False,45,890,4.6,7,stepik,Анализ данных и DS
135371,Power BI — Stepik,"На курсе ""Power BI"" обучим функционалу программных продуктов Power BI и Power Query для ускорения обработки данных и их визуализации! Приглашаем всех, кто регулярно работает с данными  и хочет уметь их эффективно визуализировать в дашбордах.",Начальный уровень,False,7,15000,,,stepik,Анализ данных и DS
262835,Тренажер: 50 задач по Pandas для собеседований,"Попробуйте бесплатные модули и оцените всё сами! Убедитесь, насколько это просто и эффективно, прямо сейчас! 🚀🚀🚀",Продвинутый уровень,False,1,990,5.0,1,stepik,Анализ данных и DS
134850,Самый полный курс по JavaScript для начинающих программистов,"🏅 Признан одним из лучших курсов 2023 года и неизменно входит в топ бестселлеров!  Самый полный курс по JavaScript для начинающих программистов на платформе Stepik! Этот курс идеально подходит для программистов, которые хотят изучить основы языка программирования JavaScript. В ходе курса вы узнаете основные концепции языка, включая переменные, типы данных, условные конструкции, циклы, функции и объекты. Курс включает в себя большое количество практических заданий, которые помогут закрепить знания.",Начальный уровень,True,2023,2999,4.8,74,stepik,Веб-разработка
247486,Твой JavaScript PRO — Stepik,"Вторая часть нашего уникального курса по JavaScript! Этот курс — твой ключ к мастерству в одном из самых востребованных языков программирования. Глубокое понимание всех аспектов JavaScript, без лишней воды и сложных терминов - это то что нужно. Задачи, тесты, простые и увлекательные объяснения помогут в эффективном  и интересном обучении.
 Присоединяйся к сообществу JS-разработчиков и открой для себя мир возможностей.
 Начни изучать JavaScript сегодня — это твой верный шаг к успешной карьере в IT!",Средний уровень,False,339,3500,5.0,3,stepik,Веб-разработка
